repo_id,full_name,language,track,target_date,commit_sha,total_loc,n_files,n_parse_errors,n_classes,n_methods,n_god_class,n_data_class,n_feature_envy,n_brain_method,design_smell_count,design_smell_density_per_kloc,implementation_smell_count,implementation_smell_density_per_kloc,status
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-06-01T00:00:00+00:00,13e39cb86987952b973f17814344dc693d4a7f0a,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-07-01T00:00:00+00:00,713fe17af2d607eecee633b96db5c181f7f85a09,25252,199,0,154,929,7,26,36,38,33,1.3068271820053858,74,2.9304609535878345,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-08-01T00:00:00+00:00,5fb8d6678f8e9dfeee1bcb1cc275fe4d6b45f965,34817,253,0,222,1429,7,33,51,50,40,1.1488640606600224,101,2.9008817531665567,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-09-01T00:00:00+00:00,d58266c776987759898a97ee845efe9304fb41e3,34816,253,0,222,1429,7,33,51,50,40,1.1488970588235294,101,2.9009650735294117,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-10-01T00:00:00+00:00,0164d01769a8b577f6dcc678f25d4802a06ff8c0,36147,265,0,236,1476,7,35,55,51,42,1.1619221512158686,106,2.932470191163859,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-11-01T00:00:00+00:00,0164d01769a8b577f6dcc678f25d4802a06ff8c0,36147,265,0,236,1476,7,35,55,51,42,1.1619221512158686,106,2.932470191163859,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-12-01T00:00:00+00:00,ae53dc8d010dade1fe1c52c9ba2c4ab5359d3414,36147,265,0,236,1476,7,35,55,51,42,1.1619221512158686,106,2.932470191163859,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2026-01-01T00:00:00+00:00,ae53dc8d010dade1fe1c52c9ba2c4ab5359d3414,36147,265,0,236,1476,7,35,55,51,42,1.1619221512158686,106,2.932470191163859,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2026-02-01T00:00:00+00:00,c3030266d07c82738c6639bd6bc86080e2dafb1e,42365,295,0,274,1811,8,31,74,54,39,0.9205712262480821,128,3.0213619733270387,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2026-03-01T00:00:00+00:00,df2cb6a1782233814cb4aa720e06e554f3f9ed58,42365,295,0,274,1811,8,31,74,54,39,0.9205712262480821,128,3.0213619733270387,ok
